,full_address,neighborhood,nid,sale_price,prediction,difference,shap
1232,"11 Kronquist Ct, San Francisco, CA 94131",5 - Noe Valley,5030,2050000,1850089,-199910,Pros: 1) year_sold = 2018 2) comp_price = 1889659 3) view_count = 8  Cons: 1) rooms = 8.0 2) street_name = Kronquist 3) sf = 1307 
1233,"383 London St, San Francisco, CA 94112",10 - Excelsior,10030,644000,1031450,387450,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 836840 2) baths = 1.0 3) latitude = 37.7231 
1234,"2479 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,2025000,1894278,-130721,Pros: 1) year_sold = 2018 2) lot_sf = 5061.0 3) comp_price = 1803983  Cons: 1) beds = 5 2) rooms = 7.0 3) street_name = Diamond 
1235,"445 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,2010000,1754261,-255738,Pros: 1) year_sold = 2018 2) comp_price = 2063068 3) baths = 2.25  Cons: 1) park_leased = 0 2) beds = 4 3) rooms = 7.0 
1236,"428 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1300000,1179194,-120805,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10080  Cons: 1) comp_price = 993437 2) lot_sf = 1550.0 3) latitude = 37.729706 
1237,"1080 Munich St, San Francisco, CA 94112",10 - Crocker Amazon,10020,988000,1042050,54050,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10020  Cons: 1) comp_price = 947985 2) latitude = 37.71107 3) baths = 1.0 
1238,"74 Beaver St, San Francisco, CA 94114",5 - Duboce Triangle,5090,2305000,1927375,-377624,Pros: 1) year_sold = 2018 2) comp_price = 1968273 3) latitude = 37.764973  Cons: 1) street_name = Beaver 2) lot_sf = 2500.0 3) nid = 5090 
1239,"2598 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,1650000,1446987,-203012,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 5.0  Cons: 1) comp_price = 1388729 2) lot_sf = 2178.0 3) latitude = 37.737278 
1240,"500 Cordova St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1138000,1032936,-105063,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10020  Cons: 1) comp_price = 880208 2) latitude = 37.709509999999995 3) baths = 1.0 
1241,"800 Castro St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1856000,1813875,-42124,Pros: 1) year_sold = 2018 2) comp_price = 2066913 3) latitude = 37.756029999999996  Cons: 1) lot_sf = 1875.0 2) park_leased = 0 3) street_name = Castro 
1242,"544 Cordova St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1074000,978330,-95669,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10020  Cons: 1) comp_price = 794303 2) latitude = 37.708996 3) baths = 1.0 
1243,"645 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,6600000,5111842,-1488157,Pros: 1) comp_price = 6694554 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 8.0 2) beds = 4 3) street_name = Duncan 
1244,"619 Bosworth St, San Francisco, CA 94131",5 - Glen Park,5010,1670000,1440803,-229196,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) longitude = -122.43436399999999  Cons: 1) comp_price = 1522194 2) rooms = 8.0 3) latitude = 37.73353 
1245,"538 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,4995000,4621442,-373557,Pros: 1) comp_price = 5868688 2) year_sold = 2018 3) baths = 5.0  Cons: 1) rooms = 10.0 2) beds = 5 3) nid = 5030 
1246,"4076 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2750000,2477117,-272882,Pros: 1) comp_price = 2824647 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) lot_sf = 2247.0 2) rooms = 7.0 3) view_count = 1 
1247,"1020 Castro St, San Francisco, CA 94114",5 - Noe Valley,5030,1500000,1423378,-76621,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.75349  Cons: 1) baths = 1.0 2) comp_price = 1483208 3) lot_sf = 1899.0 
1248,"70 Cotter St, San Francisco, CA 94112",10 - Mission Terrace,10080,1950000,1658150,-291849,Pros: 1) year_sold = 2018 2) baths = 3.5 3) park_leased = ONST  Cons: 1) latitude = 37.727837 2) beds = 5 3) rooms = 8.5 
1249,"393 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,970000,986866,16866,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 786171 2) latitude = 37.722584000000005 3) baths = 1.5 
1250,"407 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,1875000,2901959,1026959,Pros: 1) comp_price = 3732849 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) rooms = 10.0 2) beds = 4 3) street_name = Clipper 
1251,"149 Farnum St, San Francisco, CA 94131",5 - Glen Park,5010,1360000,1423859,63859,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 5.0  Cons: 1) comp_price = 1413403 2) sf = 923 3) street_name = Farnum 
1252,"627 29th St, San Francisco, CA 94131",5 - Noe Valley,5030,2230000,2700048,470048,Pros: 1) comp_price = 3013895 2) year_sold = 2018 3) baths = 3.0  Cons: 1) beds = 4 2) rooms = 7.0 3) nid = 5030 
1253,"175 Farnum St, San Francisco, CA 94131",5 - Glen Park,5010,1370000,1364489,-5510,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1413403 2) baths = 1.0 3) sf = 923 
1254,"580 Hill St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2258000,2141272,-116727,Pros: 1) comp_price = 2517854 2) year_sold = 2018 3) baths = 3.0  Cons: 1) rooms = 8.0 2) park_leased = 0 3) beds = 4 
1255,"2944 Webster St, San Francisco, CA 94123",7 - Cow Hollow,7040,6150000,4884586,-1265413,Pros: 1) comp_price = 6075806 2) year_sold = 2018 3) latitude = 37.797726000000004  Cons: 1) rooms = 9.5 2) beds = 5 3) street_name = Webster 
1256,"725 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,940000,1082620,142620,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 799532 2) latitude = 37.717296999999995 3) baths = 1.0 
1257,"250 Cayuga Ave, San Francisco, CA 94112-1451",10 - Mission Terrace,10080,1250000,1246240,-3759,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 1046863 2) baths = 1.0 3) latitude = 37.730323999999996 
1258,"1621 Castro St, San Francisco, CA 94114",5 - Noe Valley,5030,2500000,2040938,-459061,Pros: 1) year_sold = 2018 2) comp_price = 2307669 3) baths = 4.0  Cons: 1) rooms = 11.0 2) lot_sf = 1999.0 3) beds = 4 
1259,"42 Cotter St, San Francisco, CA 94112",10 - Mission Terrace,10080,1435000,1345497,-89502,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1261170 2) rooms = 11.0 3) latitude = 37.7276 
1260,"51 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1950000,1387334,-562665,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 4  Cons: 1) comp_price = 1332807 2) lot_sf = 2237.0 3) latitude = 37.736603 
1261,"276-278 Hartford St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4264812,3396762,-868049,Pros: 1) comp_price = 4195193 2) year_sold = 2018 3) baths = 3.5  Cons: 1) rooms = 7.5 2) beds = 4 3) street_name = Hartford 
1262,"3856 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4400000,3005188,-1394811,Pros: 1) comp_price = 3207881 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 8.0 2) beds = 4 3) nid = 5100 
1263,"501 Valley St, San Francisco, CA 94131",5 - Noe Valley,5030,3096000,2626493,-469506,Pros: 1) comp_price = 3050477 2) year_sold = 2018 3) baths = 3.5  Cons: 1) lot_sf = 1750.0 2) rooms = 8.0 3) street_name = Valley 
1264,"2104 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,3150000,2579914,-570085,Pros: 1) comp_price = 2865545 2) year_sold = 2018 3) view_count = 10  Cons: 1) rooms = 8.0 2) street_name = Castro 3) lot_sf = 2626.0 
1265,"2112 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,1850001,2006012,156011,Pros: 1) year_sold = 2018 2) comp_price = 2108423 3) park_leased = ONST  Cons: 1) street_name = Castro 2) lot_sf = 2625.0 3) ds_count = 2 
1266,"1319 Alemany St, San Francisco, CA 94112",10 - Mission Terrace,10080,1150000,1226568,76568,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 860622 2) latitude = 37.72963 3) lot_sf = 2317.0 
1267,"755 Vienna St, San Francisco, CA 94112",10 - Excelsior,10030,1285000,1204029,-80970,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 1044518 2) latitude = 37.716515 3) street_name = Vienna 
1268,"750 Vienna St, San Francisco, CA 94112",10 - Excelsior,10030,1200000,1212249,12249,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 1123834 2) latitude = 37.716570000000004 3) street_name = Vienna 
1269,"2370 California St, San Francisco, CA 94115",7 - Pacific Heights,7020,3310000,3954824,644824,Pros: 1) comp_price = 4769734 2) year_sold = 2018 3) latitude = 37.788975  Cons: 1) rooms = 7.0 2) view_count = 1 3) beds = 3 
1270,"3845 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2520000,2431065,-88934,Pros: 1) comp_price = 2758497 2) year_sold = 2018 3) latitude = 37.756159999999994  Cons: 1) park_leased = 0 2) rooms = 7.0 3) nid = 5100 
1271,"2430 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,4715000,3646283,-1068716,Pros: 1) comp_price = 4268986 2) year_sold = 2018 3) baths = 5.5  Cons: 1) rooms = 9.5 2) beds = 4 3) street_name = Castro 
1272,"235 London St, San Francisco, CA 94112",10 - Excelsior,10030,925000,1006327,81327,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 771050 2) baths = 1.0 3) latitude = 37.725291999999996 
1273,"235 London St, San Francisco, CA 94112",10 - Excelsior,10030,1680000,2033984,353984,Pros: 1) year_sold = 2018 2) baths = 5.0 3) comp_price = 2012312  Cons: 1) latitude = 37.725291999999996 2) rooms = 9.0 3) beds = 4 
1274,"70 Tingley, San Francisco, CA 94112",10 - Mission Terrace,10080,1600000,1702237,102237,Pros: 1) year_sold = 2018 2) baths = 3.5 3) park_leased = ONST  Cons: 1) latitude = 37.72894 2) rooms = 7.5 3) lot_sf = 2308.0 
1275,"115 Magnolia St, San Francisco, CA 94123",7 - Marina,7010,2000000,1933357,-66642,Pros: 1) year_sold = 2018 2) latitude = 37.800728 3) comp_price = 1838893  Cons: 1) lot_sf = 1375.0 2) street_name = Magnolia 3) view_count = 1 
1276,"60 Lamartine St, San Francisco, CA 94112-1422",10 - Mission Terrace,10080,1330000,1496448,166448,Pros: 1) year_sold = 2018 2) lot_sf = 4312.0 3) park_leased = ONST  Cons: 1) comp_price = 1262646 2) latitude = 37.730877 3) street_name = Lamartine 
1277,"2268 Pine St, San Francisco, CA 94115-2743",6 - Lower Pacific Height,6030,4350000,3686679,-663320,Pros: 1) comp_price = 4417932 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 9.5 2) beds = 5 3) view_count = 1 
1278,"749 Prague St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1086000,1161726,75726,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10020  Cons: 1) comp_price = 917915 2) latitude = 37.711254 3) street_name = Prague 
1279,"546 Liberty St, San Francisco, CA 94114-2829",5 - Eureka Valley/Dolore,5100,1800000,1291002,-508997,Pros: 1) year_sold = 2018 2) latitude = 37.757 3) beds = 2  Cons: 1) comp_price = 1288710 2) baths = 1.25 3) park_leased = 0 
1280,"475 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,2235000,2126426,-108573,Pros: 1) year_sold = 2018 2) comp_price = 2288457 3) park_leased = ONST  Cons: 1) nid = 5030 2) beds = 3 3) zip = 94131 
1281,"11 Surrey St, San Francisco, CA 94131",5 - Glen Park,5010,1375000,972789,-402210,Pros: 1) year_sold = 2018 2) rooms = 3.0 3) beds = 2  Cons: 1) comp_price = 927044 2) baths = 1.0 3) park_leased = 0 
1282,"515 Noe St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2010000,1752416,-257583,Pros: 1) year_sold = 2018 2) comp_price = 1853304 3) park_leased = ONST  Cons: 1) lot_sf = 1441.0 2) street_name = Noe 3) view_count = 1 
1283,"340 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2200000,1822757,-377242,Pros: 1) year_sold = 2018 2) comp_price = 1957572 3) park_leased = ONST  Cons: 1) baths = 1.25 2) street_name = Jersey 3) sf = 1300 
1284,"46 Wilmot St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,3398000,2669728,-728271,Pros: 1) comp_price = 2926116 2) year_sold = 2018 3) latitude = 37.787605  Cons: 1) lot_sf = 1511.0 2) rooms = 7.5 3) beds = 4 
1285,"3218 Buchanan St, San Francisco, CA 94123",7 - Cow Hollow,7040,4200000,3654952,-545047,Pros: 1) comp_price = 4271231 2) year_sold = 2018 3) latitude = 37.799763  Cons: 1) street_name = Buchanan 2) beds = 3 3) elevation = 46.41 
1286,"3887 17th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2900000,2173288,-726711,Pros: 1) year_sold = 2018 2) comp_price = 2181294 3) baths = 3.0  Cons: 1) rooms = 7.0 2) lot_sf = 2600.0 3) nid = 5100 
1287,"481 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,3000000,2528960,-471039,Pros: 1) comp_price = 2950438 2) year_sold = 2018 3) baths = 3.0  Cons: 1) street_name = Day 2) view_count = 1 3) ds_count = 2 
1288,"241 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,1750000,1721780,-28219,Pros: 1) year_sold = 2018 2) baths = 5.0 3) park_leased = ONST  Cons: 1) rooms = 11.0 2) latitude = 37.724827000000005 3) beds = 5 
1289,"651 Noe St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1500000,1897433,397433,Pros: 1) year_sold = 2018 2) comp_price = 2325848 3) latitude = 37.758559999999996  Cons: 1) park_leased = 0 2) baths = 1.5 3) lot_sf = 2395.0 
1290,"328 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2100000,1938632,-161367,Pros: 1) year_sold = 2018 2) comp_price = 2034627 3) park_leased = ONST  Cons: 1) lot_sf = 2278.0 2) street_name = Jersey 3) view_count = 1 
1291,"80 Danton St, San Francisco, CA 94112",10 - Mission Terrace,10080,1875000,1823734,-51265,Pros: 1) year_sold = 2018 2) comp_price = 1816591 3) baths = 3.0  Cons: 1) latitude = 37.730965000000005 2) street_name = Danton 3) rooms = 7.0 
1292,"46 Pond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1970000,1467978,-502021,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.763535  Cons: 1) comp_price = 1409211 2) baths = 1.0 3) lot_sf = 2247.0 
1293,"52 Pond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1850000,1797070,-52929,Pros: 1) year_sold = 2018 2) comp_price = 1938892 3) park_leased = ONST  Cons: 1) baths = 1.0 2) street_name = Pond 3) sf = 1300 
1294,"924 Noe St, San Francisco, CA 94114",5 - Noe Valley,5030,4000000,2599916,-1400083,Pros: 1) comp_price = 3063640 2) year_sold = 2018 3) baths = 3.5  Cons: 1) rooms = 9.0 2) beds = 4 3) street_name = Noe 
1295,"785 Oak St, San Francisco, CA 94118",6 - Hayes Valley,6020,3200000,3345615,145615,Pros: 1) comp_price = 4065721 2) year_sold = 2018 3) latitude = 37.7738  Cons: 1) rooms = 9.0 2) beds = 5 3) elevation = 220.16 
1296,"210 Beacon, San Francisco, CA 94131",5 - Glen Park,5010,3800000,3288710,-511289,Pros: 1) comp_price = 3756147 2) year_sold = 2018 3) lot_sf = 5597.0  Cons: 1) rooms = 7.5 2) beds = 4 3) street_name = Beacon 
1297,"120 London St, San Francisco, CA 94112",10 - Excelsior,10030,1350000,1332852,-17147,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 1189917 2) latitude = 37.72695 3) lot_sf = 1875.0 
1298,"47 Magnolia St, San Francisco, CA 94123",7 - Marina,7010,3900000,3304262,-595737,Pros: 1) comp_price = 3594705 2) year_sold = 2018 3) latitude = 37.80088  Cons: 1) lot_sf = 1628.0 2) rooms = 8.0 3) street_name = Magnolia 
1299,"536 30th St, San Francisco, CA 94131",5 - Noe Valley,5030,2600000,2327080,-272919,Pros: 1) comp_price = 2631356 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) view_count = 1 2) nid = 5030 3) latitude = 37.741806 
1300,"437 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,3100000,2286550,-813449,Pros: 1) comp_price = 2729069 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) rooms = 11.0 2) street_name = Day 3) nid = 5030 
1301,"422 Valley St, San Francisco, CA 94131",5 - Noe Valley,5030,3600000,2970207,-629792,Pros: 1) comp_price = 3473417 2) year_sold = 2018 3) baths = 3.5  Cons: 1) rooms = 7.5 2) beds = 4 3) street_name = Valley 
1302,"110 Steiner St, San Francisco, CA 94117",6 - Hayes Valley,6020,2600000,2582816,-17183,Pros: 1) comp_price = 3006748 2) year_sold = 2018 3) latitude = 37.770267  Cons: 1) rooms = 9.0 2) lot_sf = 1920.0 3) beds = 4 
1303,"169 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,1450000,1493715,43715,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1468025 2) latitude = 37.725970000000004 3) rooms = 9.0 
1304,"2746 Buchanan St, San Francisco, CA 94123-4807",7 - Pacific Heights,7020,6825000,4706712,-2118287,Pros: 1) comp_price = 5896197 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 8.5 2) beds = 4 3) street_name = Buchanan 
1305,"2178 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,5800000,4193174,-1606825,Pros: 1) comp_price = 5107517 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 9.0 2) beds = 5 3) street_name = Pine 
1306,"1350 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,4900000,3555519,-1344480,Pros: 1) comp_price = 4411943 2) year_sold = 2018 3) baths = 3.5  Cons: 1) lot_sf = 1983.0 2) rooms = 7.5 3) beds = 4 
1307,"403 28th St, San Francisco, CA 94131-2217",5 - Noe Valley,5030,1730000,1917498,187498,Pros: 1) year_sold = 2018 2) comp_price = 1873053 3) baths = 3.0  Cons: 1) lot_sf = 1912.0 2) sf = 1500 3) ds_count = 2 
1308,"710 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,880000,1080735,200735,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 937001 2) latitude = 37.71885 3) baths = 1.0 
1309,"401 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,1255000,1665377,410377,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) beds = 1  Cons: 1) baths = 1.0 2) lot_sf = 2117.0 3) sf = 1010 
1310,"718 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1320000,1058026,-261973,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 938638 2) latitude = 37.718821999999996 3) baths = 1.0 
1311,"447 Edinburgh St, San Francisco, CA 94112",10 - Excelsior,10030,780000,988032,208032,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 810397 2) latitude = 37.722046 3) baths = 1.0 
1312,"3751 21st St, San Francisco, CA 94114-77",5 - Eureka Valley/Dolore,5100,2400000,1754837,-645162,Pros: 1) year_sold = 2018 2) comp_price = 1897428 3) latitude = 37.756283  Cons: 1) baths = 1.0 2) park_leased = 0 3) sf = 1295 
1313,"1484 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,2906000,2811807,-94192,Pros: 1) comp_price = 3352368 2) year_sold = 2018 3) baths = 3.0  Cons: 1) lot_sf = 2040.0 2) rooms = 8.0 3) street_name = Noe 
1314,"30 Roanoke St, San Francisco, CA 94131",5 - Glen Park,5010,1600000,1206421,-393578,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) longitude = -122.431175  Cons: 1) comp_price = 1237503 2) lot_sf = 1485.0 3) street_name = Roanoke 
1315,"2422 Buchanan St, San Francisco, CA 94115",7 - Pacific Heights,7020,5800000,5677832,-122167,Pros: 1) comp_price = 7666711 2) year_sold = 2018 3) latitude = 37.792248  Cons: 1) beds = 6 2) rooms = 9.5 3) street_name = Buchanan 
1316,"7 Rotteck St, San Francisco, CA 94110",9 - Bernal Heights,9010,2400000,1653518,-746481,Pros: 1) year_sold = 2018 2) baths = 4.0 3) park_leased = ONST  Cons: 1) lot_sf = 1875.0 2) rooms = 8.0 3) latitude = 37.733109999999996 
1317,"1626 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,2450000,2047154,-402845,Pros: 1) comp_price = 2410889 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) lot_sf = 1999.0 2) street_name = Noe 3) view_count = 1 
1318,"328 Cumberland, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2750000,1875465,-874534,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1756649  Cons: 1) street_name = Cumberland 2) sf = 1500 3) nid = 5100 
1319,"540 Fillmore St, San Francisco, CA 94117",6 - Alamo Square,6050,3100000,3386305,286305,Pros: 1) comp_price = 3997343 2) year_sold = 2018 3) baths = 3.5  Cons: 1) rooms = 8.0 2) lot_sf = 2495.0 3) street_name = Fillmore 
1320,"476 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,2500000,2231729,-268270,Pros: 1) comp_price = 2353868 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) nid = 5030 2) beds = 3 3) zip = 94131 
1321,"3945 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,1850000,1718917,-131082,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) baths = 1.0 2) sf = 1106 3) view_count = 1 
1322,"477 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,1888888,1535582,-353305,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) beds = 2  Cons: 1) baths = 1.0 2) comp_price = 1515303 3) sf = 1068 
